2022-01-25 01:24:14.125 +03:00 [ERR] Plane detected id: 1, Lat: 1, Long: 1, Alt: 1
2022-01-25 03:33:27.184 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:27.822 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:28.724 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:29.517 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:30.073 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:31.047 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:31.736 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:36.070 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:38.709 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:40.939 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:43.063 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:45.529 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:33:47.701 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:34:34.414 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:34:39.335 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:34:44.166 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:34:47.268 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:34:50.687 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.389 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.398 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.399 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.400 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.401 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.401 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.401 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.401 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.402 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.403 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 3, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.404 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:16.405 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:37:29.567 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:00.822 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:02.922 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:03.584 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:04.685 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:07.848 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:11.237 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:13.591 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:15.541 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:17.690 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:38:19.897 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
2022-01-25 03:43:22.892 +03:00 [ERR] Plane detected id: 2, Lat: 0, Long: 0, Alt: 0
